rva	name	subsystem	reason
0040dd60	Race::GuardConcludedAndP1Won	save	callee-gate: 00410510=C1
0040e180	FUN_0040e180	vehicle	callee-gate: 0046d4a0=C1
00410d10	FUN_00410d10	vehicle	inline bare [UNCERTAIN] (heading=## constants)
004cbe80	FUN_004cbe80	save	live-state-side-effect: fwrite — live disk write (in (preamble))
004669b0	FUN_004669b0	audio	callee-gate: 00429290=C1,0045d460=C1,004625b0=C1,004627f0=C1
004972b0	FUN_004972b0	input	callee-gate: 00495790=C1,004957a0=C1,00496100=C1
00497190	FUN_00497190	input	signature-unsupported: EAX-implicit arg
004709a0	VehicleCollisionBroadPhase	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
0046ef70	FUN_0046ef70	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
0046ddb0	VehicleWheelForceIntegrator	vehicle	signature-unsupported: implicit-this arg
00467650	VehicleWheelDrivetrainUpdate	vehicle	callee-gate: 004a2c48=C1,004c39b0=C1,004c3df0=C1,004c4d20=C1
00468980	VehicleAeroStabilizer	vehicle	callee-gate: 004a3384=C1,004c39b0=C1,004c4d20=C1
0046f6c0	VehicleWheelContactSolver	vehicle	signature-unsupported: implicit-this arg
00467350	VehicleSlipTimerTick	vehicle	callee-gate: 004c39b0=C1
00470c70	FUN_00470c70	vehicle	callee-gate: 00443080=C1,00480b70=C1,004a2c48=C1
0046da80	VehicleTrackInteraction	vehicle	inline bare [UNCERTAIN] (heading=## mechanistic description)
00470670	VehicleControlUpdate	vehicle	inline [UNCERTAIN U-1408] catalogued but Blocks=C3 (matched-RVA) (heading=## mechanistic description)
004b6640	FUN_004b6640	boot	callee-gate: 00550430=C1
004b6560	thunk_FUN_004b6610	boot	callee-gate: 00429290=C1
004b6610	FUN_004b6610	boot	callee-gate: 00429290=C1
004881d0	FUN_004881d0	boot	callee-gate: 004880a0=C1,004c0b30=C1,004e7e30=C1,00534b60=C1
0047ba00	FUN_0047ba00	boot	callee-gate: 00496940=C1
0041b450	FUN_0041b450	boot	callee-gate: 0042a5d0=C1,004c5c80=C1
0041bec0	FUN_0041bec0	boot	callee-gate: 0042a5d0=C1,004c5c80=C1
0041cb10	FUN_0041cb10	boot	callee-gate: 0042a5d0=C1,004c5c80=C1,004e6ab0=C1
0041d6e0	FUN_0041d6e0	boot	callee-gate: 0042a5d0=C1,004c5c80=C1
0041def0	FUN_0041def0	boot	callee-gate: 0042a5d0=C1,004c0b30=C1,004c1040=C1,004c1340=C1,004e69a0=C1,004e7e30=C1
0041d8b0	FUN_0041d8b0	boot	callee-gate: 0042a5d0=C1
0041c100	FUN_0041c100	boot	callee-gate: 0042a5d0=C1
0041db90	FUN_0041db90	boot	callee-gate: 0042a5d0=C1
0041a1e0	FUN_0041a1e0	boot	callee-gate: 0042a5d0=C1
0041eaa0	FUN_0041eaa0	boot	callee-gate: 00476cb0=C1,004770c0=C1,004c0b30=C1
00494f20	thunk_FUN_00494460	boot	callee-gate: 00494460=C1
00425ed0	FUN_00425ed0	boot	callee-gate: 004c5930=C1
00496ce0	FUN_00496ce0	boot	callee-gate: 004d41e0=C1
0041b660	FUN_0041b660	boot	callee-gate: 004c5930=C1
0041ccf0	FUN_0041ccf0	boot	callee-gate: 004c5930=C1
0041e0d0	FUN_0041e0d0	boot	callee-gate: 004e6920=C1,004e7e30=C1
00425bc0	FUN_00425bc0	boot	callee-gate: 004c5c80=C1
0042c2a0	FUN_0042c2a0	boot	callee-gate: 004c5930=C1
00489250	FUN_00489250	boot	inline bare [UNCERTAIN] (heading=## why c2)
0041ffb0	FUN_0041ffb0	boot	callee-gate: 004b4880=C1
00494bc0	FUN_00494bc0	boot	inline bare [UNCERTAIN] (heading=## why c2)
00469aa0	VehicleContactScanUpdate	vehicle	callee-gate: 004c3d90=C1
00469df0	VehicleVehicleCollisionImpulse	vehicle	signature-unsupported: in_EAX arg
00468d80	VehicleTerrainContactSolver	vehicle	callee-gate: 004c39b0=C1,004c3df0=C1,004c4d20=C1
004694e0	VehicleObjectContactSolver	vehicle	callee-gate: 00485360=C1,00485370=C1,00485420=C1,004c39b0=C1,004c3df0=C1
00550910	FUN_00550910	save	live-state-side-effect: fclose on live FILE* (in ## mechanical description)
00404ee0	Save::SerializeToBuffer	save	inline bare [UNCERTAIN] (heading=## callers)
00419760	FUN_00419760	vehicle	callee-gate: 004661a0=C1,004922e0=C1
00420de0	FUN_00420de0	vehicle	signature-unsupported: fastcall ECX/EDX args
00418a30	FUN_00418a30	vehicle	signature-unsupported: in_EAX arg
00418de0	FUN_00418de0	vehicle	signature-unsupported: in_EAX arg
0046c5f0	FUN_0046c5f0	vehicle	signature-unsupported: fastcall ECX/EDX args
0046cc40	FUN_0046cc40	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
0046c7d0	FUN_0046c7d0	vehicle	callee-gate: 004a2c48=C1,004c39b0=C1,004c4d20=C1
005aac20	FUN_005aac20	audio	live-state-side-effect: _unlink on live path (in ## why c2)
005aa7e0	FUN_005aa7e0	audio	callee-gate: 005aabe0=C1
004704c0	FUN_004704c0	vehicle	callee-gate: 0046baa0=C1,0047ea60=C1,004c4d20=C1
004982a0	FUN_004982a0	input	live-state-side-effect: modal Win32 dialog (DialogBoxParam) (in (preamble))
00497230	FUN_00497230	input	signature-unsupported: in_EAX arg
004921d0	FUN_004921d0	boot	inline bare [UNCERTAIN] (heading=## notes)
00497310	FUN_00497310	input	callee-gate: 004a2c48=C1
00428590	FUN_00428590	boot	inline bare [UNCERTAIN] (heading=## why c2)
004926c0	FUN_004926c0	boot	inline bare [UNCERTAIN] (heading=## notes)
00492770	FUN_00492770	boot	inline bare [UNCERTAIN] (heading=## decompilation summary)
00431ae0	FUN_00431ae0	boot	callee-gate: 00431b10=C1
00495150	FUN_00495150	input	inline [UNCERTAIN U-2293] not in UNCERTAINTIES.md (heading=## mechanical description)
004963b0	FUN_004963b0	input	inline bare [UNCERTAIN] (heading=## notes)
0047d3c0	VehiclePhysicsWorldCreate	vehicle	callee-gate: 00426c00=C1,004826d0=C1,00482730=C1,004c0b30=C1,004e7e30=C1,00559c40=C1,0055ae70=C1,0055b940=C1,0055bab0=C1,0055c4a0=C1,0055dec0=C1,0057c220=C1,0057c300=C1,0057c500=C1
0047ea40	PhysicsSceneStepWrapper	vehicle	callee-gate: 0047e9c0=C1
00442ce0	VehicleRubberBandSpeedModifier	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
0046d4d0	VehiclePhysicsMatrixSet	vehicle	inline bare [UNCERTAIN] (heading=## vehicle struct layout derived)
0047d240	VehiclePhysicsBodyPlace	vehicle	callee-gate: 004c0e50=C1,004c45f0=C1,004c4d20=C1,0055ac00=C1,0057c210=C1
