rva	name	subsystem	reason
00431b80	FUN_00431b80	frontend	inline bare [UNCERTAIN] (heading=## why c2 (drift-promote from c1, 2026-05-14))
0042f020	FUN_0042f020	frontend	signature-unsupported: fastcall ECX/EDX args
00431d00	FUN_00431d00	frontend	signature-unsupported: in_EAX arg
00495080	FUN_00495080	frontend	callee-gate: 00494fd0=C1
00494f30	FUN_00494f30	frontend	callee-gate: 00493fc0=C1
00492d30	FUN_00492d30	util	callee-gate: 004030d0=C1,004111c0=C1,0043d7c0=C1,0043dfd0=C1,00496920=C1,00498860=C1
005aba20	FUN_005aba20	audio	callee-gate: 005a7b00=C1,005a7b50=C1,005b3b60=C1
00420050	PerPlayerViewportRender	render	callee-gate: 004c1b40=C0,004e4320=C1,004e4350=C1,004e4900=C1,004e6680=C1
00425e40	FUN_00425e40	render	callee-gate: 004c1b40=C0,004e6100=C1
00475e50	FUN_00475e50	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00475d30	FUN_00475d30	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00477810	FUN_00477810	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00477a10	FUN_00477a10	render	inline bare [UNCERTAIN] (heading=## mechanical description)
0042f660	DefaultViewportCameraInit	render	callee-gate: 0042d420=C1,0042f530=C1,004c1a40=C0,004c1b10=C1,004c1d30=C0
0041faf0	VehicleShadowRender	render	callee-gate: 00476a10=C1,004c0ed0=C1,004c45f0=C1,004c4d20=C1,004c52f0=C1
0041fcc0	TireMarkRender	render	callee-gate: 00476a10=C1,004c45f0=C1,004c4d20=C1,004c52f0=C1
0041f8f0	FUN_0041f8f0	render	callee-gate: 004b42c0=C1,004c1340=C1,004c1680=C1,004e4320=C1,004e4350=C1
0040dd60	Race::GuardConcludedAndP1Won	save	callee-gate: 00410510=C1
0040e180	FUN_0040e180	vehicle	callee-gate: 0046d4a0=C1
00410d10	FUN_00410d10	vehicle	inline bare [UNCERTAIN] (heading=## constants)
0046cbb0	FUN_0046cbb0	vehicle	callee-gate: 004645c0=C1
004c51a0	RwMatrixTranslate	render	inline bare [UNCERTAIN] (heading=## d-4360 partial — lab_00554940 im2d per-glyph vertex emission)
00429bd0	FUN_00429bd0	util	callee-gate: 00401340=C1,004013f0=C1,0040dc80=C1,00429620=C1,00429b70=C1
00424eb0	FUN_00424eb0	util	callee-gate: 00408b00=C1,00409290=C1,0040b290=C1,0040dc90=C1,0040eee0=C1,00421690=C1,00443080=C1,0046baa0=C1,00486f90=C1
00442440	FUN_00442440	util	callee-gate: 0040dc90=C1,0046d4a0=C1,004c4d20=C1
004cbe80	FUN_004cbe80	save	live-state-side-effect: fwrite — live disk write (in (preamble))
004669b0	FUN_004669b0	audio	callee-gate: 00429290=C1,0045d460=C1,004625b0=C1,004627f0=C1
004972b0	FUN_004972b0	input	callee-gate: 00495790=C1,004957a0=C1,00496100=C1
00497190	FUN_00497190	input	signature-unsupported: EAX-implicit arg
004709a0	VehicleCollisionBroadPhase	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
0046ef70	FUN_0046ef70	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
0046ddb0	VehicleWheelForceIntegrator	vehicle	signature-unsupported: implicit-this arg
00467650	VehicleWheelDrivetrainUpdate	vehicle	callee-gate: 004c39b0=C1,004c3df0=C1,004c4d20=C1
00468980	VehicleAeroStabilizer	vehicle	callee-gate: 004a3384=C1,004c39b0=C1,004c4d20=C1
0046f6c0	VehicleWheelContactSolver	vehicle	signature-unsupported: implicit-this arg
00467350	VehicleSlipTimerTick	vehicle	callee-gate: 004c39b0=C1
004c5bc0	FUN_004c5bc0	render	live-state-side-effect: _unlink on live path (in ## why c2)
004215c0	FUN_004215c0	frontend	callee-gate: 004039f0=C1,0040be50=C1
004cd070	RwRenderPrimitiveSubmit	render	callee-gate: 004d40d0=C1
004cd2d0	RwRenderIndexedSubmit	render	callee-gate: 004d40c0=C1,004d40d0=C1
00470c70	FUN_00470c70	vehicle	callee-gate: 00443080=C1,00480b70=C1
0046da80	VehicleTrackInteraction	vehicle	inline bare [UNCERTAIN] (heading=## mechanistic description)
00470670	VehicleControlUpdate	vehicle	inline [UNCERTAIN U-1408] catalogued but Blocks=C3 (matched-RVA) (heading=## mechanistic description)
004c1c10	Camera::SetProjection	util	signature-unsupported: in_ST0 (FPU) arg
00469aa0	VehicleContactScanUpdate	vehicle	callee-gate: 004c3d90=C1
00469df0	VehicleVehicleCollisionImpulse	vehicle	signature-unsupported: in_EAX arg
00468d80	VehicleTerrainContactSolver	vehicle	callee-gate: 004c39b0=C1,004c3df0=C1,004c4d20=C1
004694e0	VehicleObjectContactSolver	vehicle	callee-gate: 00485360=C1,00485370=C1,00485420=C1,004c39b0=C1,004c3df0=C1
0042c510	FUN_0042c510	vehicle	callee-gate: 00423b40=C1,00423b60=C1,00423b80=C1,00423ba0=C1,00423bc0=C1,00423c40=C1,00423cc0=C1,00423d50=C1,00423dd0=C1,00423e60=C1,00423ee0=C1,00423f60=C1,00423ff0=C1,00424070=C1
0042d560	FUN_0042d560	render	callee-gate: 0042d420=C1,0042d4a0=C1,0042f530=C1,004c1a40=C0,004c1b10=C1,004c1d30=C0
004a2b60	FUN_004a2b60	frontend	callee-gate: 004a4ea8=C0,004a504f=C1
00550910	FUN_00550910	save	live-state-side-effect: fclose on live FILE* (in ## mechanical description)
00404ee0	Save::SerializeToBuffer	save	inline bare [UNCERTAIN] (heading=## callers)
00419760	FUN_00419760	vehicle	callee-gate: 004661a0=C1,004922e0=C1
00420de0	FUN_00420de0	vehicle	signature-unsupported: fastcall ECX/EDX args
00418a30	FUN_00418a30	vehicle	signature-unsupported: in_EAX arg
00418de0	FUN_00418de0	vehicle	signature-unsupported: in_EAX arg
004cf160	FUN_004cf160	render	inline bare [UNCERTAIN] (heading=## why c2)
0046c5f0	FUN_0046c5f0	vehicle	signature-unsupported: fastcall ECX/EDX args
0046cc40	FUN_0046cc40	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
00401f10	FUN_00401f10	render	callee-gate: 00412130=C1,004e6680=C1
00403910	FUN_00403910	render	callee-gate: 004036a0=C1,004938e0=C1
00403fa0	FUN_00403fa0	render	signature-unsupported: in_EAX arg
00404650	FUN_00404650	render	callee-gate: 0041f290=C1,004c1480=C1,004e6680=C1
004072e0	FUN_004072e0	render	callee-gate: 00406130=C1,004b59c0=C1
0040bde0	FUN_0040bde0	render	callee-gate: 00412100=C1,00413f50=C1,00421560=C1,00457610=C1,00486220=C1,00486f50=C1,00487de0=C1,0048ad50=C1,0048baf0=C1,0048e7b0=C1,0048fce0=C1,0048fd10=C1,0048fd40=C1,0048fd70=C1,00490490=C1
00413a00	FUN_00413a00	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00413a40	FUN_00413a40	render	inline bare [UNCERTAIN] (heading=## mechanical description)
004189c0	FUN_004189c0	render	callee-gate: 00419530=C1
0041ebb0	FUN_0041ebb0	render	callee-gate: 004770a0=C1
004219c0	FUN_004219c0	render	callee-gate: 00421720=C1
00422570	FUN_00422570	render	callee-gate: 00472500=C1,00477e60=C1,00477f50=C1,004b4ad0=C1,004c3d90=C1
0041f1e0	FUN_0041f1e0	util	callee-gate: 004c0ed0=C1
0046d400	FUN_0046d400	render	callee-gate: 00538c80=C1
0046c7d0	FUN_0046c7d0	vehicle	callee-gate: 004093b0=C1,004c39b0=C1,004c4d20=C1
00412cf0	FUN_00412cf0	hud	callee-gate: 004726f0=C1
0041cb80	sub_0041cb80	util	callee-gate: 0040b890=C1,0041c380=C1
0041d730	sub_0041d730	util	callee-gate: 0041cdb0=C1
00410860	FUN_00410860	util	callee-gate: 0040b6d0=C1,0040e460=C1,00424b80=C1,00429860=C1,00429b30=C1,0042aab0=C1,0043aee0=C1,00448700=C1
004262f0	FUN_004262f0	render	callee-gate: 00425b70=C1,00425bf0=C1,00425c00=C1
00426640	FUN_00426640	render	callee-gate: 0041e950=C1,0041ea70=C1
00426670	FUN_00426670	render	callee-gate: 004e4320=C1
004266b0	FUN_004266b0	render	callee-gate: 004e4320=C1,004e4350=C1
00426700	FUN_00426700	render	callee-gate: 004756e0=C1
00426780	FUN_00426780	render	callee-gate: 00475010=C1
00426810	sub_00426810	render	callee-gate: 004924c0=C1,004c1b10=C1,004c39b0=C1,004c3dc0=C1,004c4d20=C1
00426ab0	sub_00426ab0	render	callee-gate: 00467210=C1,00471ec0=C1,0047c160=C1,00491490=C1
00426e10	FUN_00426e10	render	callee-gate: 0042a530=C1,0042a8d0=C1,00462950=C1,004715a0=C1,00478660=C1,00479330=C1,0047a020=C1,0047a0f0=C1,0047c0b0=C1,0047c0f0=C1,00480340=C1,00491780=C1,004924c0=C1,004c1b10=C1
005aac20	FUN_005aac20	audio	live-state-side-effect: _unlink on live path (in ## why c2)
005aa7e0	FUN_005aa7e0	audio	callee-gate: 005aabe0=C1
005ae400	FUN_005ae400	audio	callee-gate: 005ae550=C1,005ae590=C1
005bf610	FUN_005bf610	audio	callee-gate: 005bf660=C1,005bf670=C1
005bf690	FUN_005bf690	audio	callee-gate: 005bf660=C1
00404fa0	FUN_00404fa0	render	callee-gate: 004752d0=C1,00482ae0=C1,00532a60=C1,00546e70=C1
004704c0	FUN_004704c0	vehicle	callee-gate: 0046baa0=C1,0047ea60=C1,004c4d20=C1
004773f0	FUN_004773f0	render	signature-unsupported: in_EAX arg
0041a9b0	FUN_0041a9b0	vehicle	callee-gate: 0041a8b0=C1
0041ad00	FUN_0041ad00	vehicle	callee-gate: 0041a4a0=C1,0041a5d0=C1,0041a9d0=C1,0041aac0=C1,0041ac60=C1
0041a960	FUN_0041a960	vehicle	callee-gate: 0041a840=C1
004dcaa0	FUN_004dcaa0	render	live-state-side-effect: Direct3D vtable on live device (in ## what it does)
004ccba0	FUN_004ccba0	render	live-state-side-effect: _unlink on live path (in ## decompilation (verbatim, verified 2026-05-13))
004982a0	FUN_004982a0	input	live-state-side-effect: modal Win32 dialog (DialogBoxParam) (in (preamble))
00497230	FUN_00497230	input	signature-unsupported: in_EAX arg
00493480	FUN_00493480	util	inline bare [UNCERTAIN] (heading=## constants)
00495150	FUN_00495150	input	inline [UNCERTAIN U-2293] not in UNCERTAINTIES.md (heading=## mechanical description)
004963b0	FUN_004963b0	input	inline bare [UNCERTAIN] (heading=## notes)
004b302f	__stricmp	util	callee-gate: 004a8828=C0,004ac869=C0,004ae5fa=C0,004b2eb0=C0
004c5a60	FUN_004c5a60	render	inline bare [UNCERTAIN] (heading=## why c2)
004caea0	FUN_004caea0	render	inline [UNCERTAIN U-3720] not in UNCERTAINTIES.md (heading=## why c2)
0047d3c0	VehiclePhysicsWorldCreate	vehicle	callee-gate: 00426c00=C1,004826d0=C1,00482730=C1,004c0b30=C1,004e7e30=C1,00559c40=C1,0055ae70=C1,0055b940=C1,0055bab0=C1,0055c4a0=C1,0055dec0=C1,0057c220=C1,0057c300=C1,0057c500=C1,0057c550=C1
0047ea40	PhysicsSceneStepWrapper	vehicle	callee-gate: 0047e9c0=C1
00442ce0	VehicleRubberBandSpeedModifier	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
0046d4d0	VehiclePhysicsMatrixSet	vehicle	inline bare [UNCERTAIN] (heading=## vehicle struct layout derived)
0047d240	VehiclePhysicsBodyPlace	vehicle	callee-gate: 004c0e50=C1,004c45f0=C1,004c4d20=C1,0055ab30=C1,0055ac00=C1,0055ade0=C1,0055dff0=C1,0057c210=C1
0055c810	PhysicsBodySetLinearVelocity	vehicle	callee-gate: 0055c380=C1
00467110	FUN_00467110	render	callee-gate: 00467020=C1,004670a0=C1,004c0740=C0,004c0b30=C1,004c1a40=C0,004c1b10=C1,004c1d30=C0,004c2bf0=C0
004967e0	FUN_004967e0	input	callee-gate: 00495fe0=C1,00496100=C1,00496530=C1,00497450=C1
004b5750	FUN_004b5750	render	callee-gate: 004c75e0=C1
005555b0	FUN_005555b0	render	callee-gate: 005c4d30=C1
004277a0	FUN_004277a0	frontend	signature-unsupported: in_EAX arg
