rva	name	subsystem	reason
00558470	sub_00558470	render	live-state-side-effect: RW engine global as struct/vtable base (in ## mechanical description)
00550390	sub_00550390	render	live-state-side-effect: RW engine global as struct/vtable base (in ## mechanical description)
004c2f60	FUN_004c2f60	render	live-state-side-effect: RW engine global as struct/vtable base (in ## decompilation (verbatim))
004c3040	sub_004c3040	render	inline [UNCERTAIN U-0091] catalogued but Blocks=C3 (matched-RVA) (heading=## uncertainties)
004c3270	sub_004c3270	render	live-state-side-effect: RW engine global as struct/vtable base (in ## mechanical description)
00493710	FUN_00493710	render	callee-gate: 00550350=C1,005584c0=C1
00493640	FUN_00493640	render	callee-gate: 004e5d30=C1,0052d8e0=C1,0052e310=C1,005336d0=C1,00534a80=C1,00538600=C1,0053d0b0=C1,0053eaa0=C1,00543e50=C1,00544d20=C1,00546530=C1,00549640=C1,005515a0=C1,005578a0=C1,00561ee0=C1,0057c270=C1
004c2fb0	FUN_004c2fb0	render	live-state-side-effect: RW engine global as struct/vtable base (in ## decompilation (verbatim))
004c2c90	FUN_004c2c90	render	live-state-side-effect: RW engine global as struct/vtable base (in (preamble))
004ccf20	FUN_004ccf20	render	live-state-side-effect: RW engine global as struct/vtable base (in ## callees)
004d7ca0	FUN_004d7ca0	render	live-state-side-effect: deref of RW engine global (live device) (in ## decompilation summary)
00472380	FUN_00472380	render	callee-gate: 004e7d40=C1
004c7a70	_rwDeviceSystemFn	render	live-state-side-effect: Direct3D vtable on live device (in ## mechanical description)
004c8690	FUN_004c8690	render	live-state-side-effect: RW engine global as struct/vtable base (in ## decompilation (verbatim, verified match to c1 plate))
004c8740	FUN_004c8740	render	live-state-side-effect: Direct3D vtable on live device (in ## what it does)
004c8800	FUN_004c8800	render	live-state-side-effect: Direct3D vtable on live device (in ## what it does)
004c8c70	FUN_004c8c70	render	live-state-side-effect: Direct3D vtable on live device (in ## what it does)
004cc820	FUN_004cc820	render	live-state-side-effect: RW engine global as struct/vtable base (in ## what it does)
0042a470	FUN_0042a470	render	live-state-side-effect: RW engine global as struct/vtable base (in ## body summary)
004b3d80	FUN_004b3d80	render	callee-gate: 0054f8d0=C1
00476df0	FUN_00476df0	render	inline bare [UNCERTAIN] (heading=## open items)
0048fe70	FUN_0048fe70	render	callee-gate: 00538c80=C1
004c9cd0	RESET_FN	render	live-state-side-effect: Direct3D vtable on live device (in ## mechanical description)
004c9ad0	FUN_004c9ad0	render	live-state-side-effect: deref of RW engine global (live device) (in ## mechanical description)
0042a8d0	FUN_0042a8d0	render	live-state-side-effect: RW engine global as struct/vtable base (in ## decompilation)
00462950	FUN_00462950	render	live-state-side-effect: deref of RW engine global (live device) (in ## decompilation summary)
00480340	FUN_00480340	render	shape-only note (no verbatim decomp / mechanical-transcript section)
00410b30	sub_00410b30	render	live-state-side-effect: deref of RW engine global (live device) (in ## mechanical description)
00433f40	FUN_00433f40	render	signature-unsupported: 5-arg shape
004ccc50	FUN_004ccc50	render	live-state-side-effect: RW engine global as struct/vtable base (in ## callees)
004cb8a0	FUN_004cb8a0	render	live-state-side-effect: Direct3D vtable on live device (in ## decompilation summary)
004c30b0	FUN_004c30b0	render	live-state-side-effect: RW engine global as struct/vtable base (in ## mechanical description)
004ccce0	FUN_004ccce0	render	live-state-side-effect: RW engine global as struct/vtable base (in ## callees)
004d5bc0	FUN_004d5bc0	render	live-state-side-effect: Direct3D vtable on live device (in ## global data references)
004cb330	FUN_004cb330	render	shape-only note (no verbatim decomp / mechanical-transcript section)
00498c00	VideoModeTableInit	render	shape-only note (no verbatim decomp / mechanical-transcript section)
00498ea0	FUN_00498ea0	render	live-state-side-effect: RW engine global as struct/vtable base (in ## mechanical description)
004492b0	SkyDomeRender	render	live-state-side-effect: RW engine global as struct/vtable base (in (preamble))
004491e0	SkyDomeUpdatePos	render	callee-gate: 004c15c0=C1
004914b0	RainRender	render	shape-only note (no verbatim decomp / mechanical-transcript section)
004270f0	CourseRenderFrame	render	live-state-side-effect: RW engine global as struct/vtable base (in ## body summary)
004c7760	FUN_004c7760	render	live-state-side-effect: RW engine global as struct/vtable base (in ## decompilation (ghidra mashed_pool12))
00420050	PerPlayerViewportRender	render	live-state-side-effect: deref of RW engine global (live device) (in ## mechanical description)
00425e40	FUN_00425e40	render	live-state-side-effect: deref of RW engine global (live device) (in ## mechanical description)
004891f0	FUN_004891f0	render	live-state-side-effect: deref of RW engine global (live device) (in (preamble))
00475e50	FUN_00475e50	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00475d30	FUN_00475d30	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00477810	FUN_00477810	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00477a10	FUN_00477a10	render	inline bare [UNCERTAIN] (heading=## mechanical description)
0048fd70	FUN_0048fd70	render	signature-unsupported: 5-arg shape
00490490	FUN_00490490	render	live-state-side-effect: deref of RW engine global (live device) (in ## mechanical description)
0042c960	CameraTransitionStateMachine	render	shape-only note (no verbatim decomp / mechanical-transcript section)
0041f8f0	FUN_0041f8f0	render	live-state-side-effect: deref of RW engine global (live device) (in ## mechanical description)
004228f0	FUN_004228f0	render	live-state-side-effect: deref of RW engine global (live device) (in ## mechanical description)
0042a740	FUN_0042a740	render	callee-gate: 00558df0=C1
004b5030	FUN_004b5030	render	callee-gate: 004e5c70=C1
0045e2a0	FUN_0045e2a0	render	callee-gate: 00546380=C1
0045e160	FUN_0045e160	render	callee-gate: 00546380=C1
004c51a0	RwMatrixTranslate	render	inline bare [UNCERTAIN] (heading=## d-4360 partial — lab_00554940 im2d per-glyph vertex emission)
004c1480	FUN_004c1480	render	live-state-side-effect: RW engine global as struct/vtable base (in ## mechanical description)
004b3c60	FUN_004b3c60	render	callee-gate: 004e99b0=C1
004b3cc0	FUN_004b3cc0	render	callee-gate: 00545260=C1
00474f30	FUN_00474f30	render	callee-gate: 00552020=C1
00487280	FUN_00487280	render	callee-gate: 00538c80=C1,00547230=C1
004c3d90	FUN_004c3d90	render	live-state-side-effect: RW engine global as struct/vtable base (in ## constants)
004c77c0	FUN_004c77c0	render	live-state-side-effect: RW engine global as struct/vtable base (in ## decompiler output (verbatim key sections))
004cdd60	FUN_004cdd60	render	live-state-side-effect: RW engine global as struct/vtable base (in ## decompiler output (verbatim))
004cee90	FUN_004cee90	render	shape-only note (no verbatim decomp / mechanical-transcript section)
004cefd0	FUN_004cefd0	render	shape-only note (no verbatim decomp / mechanical-transcript section)
004c1340	FUN_004c1340	render	live-state-side-effect: RW engine global as struct/vtable base (in ## mechanical description)
004c1680	FUN_004c1680	render	live-state-side-effect: RW engine global as struct/vtable base (in ## mechanical description)
004c4470	sub_004c4470 (rwID_MATRIXMODULE ctor)	render	shape-only note (no verbatim decomp / mechanical-transcript section)
004c4430	sub_004c4430 (rwID_MATRIXMODULE dtor)	render	shape-only note (no verbatim decomp / mechanical-transcript section)
004c07b0	sub_004c07b0 (rwID_FRAMEMODULE ctor)	render	inline bare [UNCERTAIN] (heading=## evidence for c2)
004c0830	sub_004c0830 (rwID_FRAMEMODULE dtor)	render	inline bare [UNCERTAIN] (heading=## evidence for c2)
0042d420	FUN_0042d420	render	callee-gate: 004c0b30=C1
004c4eb0	RwMatrixInvert_CofactorPath	render	inline bare [UNCERTAIN] (heading=## algorithm)
004ce790	FUN_004ce790	render	shape-only note (no verbatim decomp / mechanical-transcript section)
004cf160	FUN_004cf160	render	inline bare [UNCERTAIN] (heading=## why c2)
004cce20	FUN_004cce20	render	live-state-side-effect: RW engine global as struct/vtable base (in ## body summary)
004d7de0	FUN_004d7de0	render	live-state-side-effect: deref of RW engine global (live device) (in ## decompilation summary)
004c3d60	FUN_004c3d60	render	callee-gate: 00534870=C1
00401f10	FUN_00401f10	render	live-state-side-effect: deref of RW engine global (live device) (in ## mechanical description)
00403fa0	FUN_00403fa0	render	signature-unsupported: in_EAX arg
004072e0	FUN_004072e0	render	live-state-side-effect: deref of RW engine global (live device) (in ## mechanical description)
00413a00	FUN_00413a00	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00413a40	FUN_00413a40	render	inline bare [UNCERTAIN] (heading=## mechanical description)
0041ebb0	FUN_0041ebb0	render	live-state-side-effect: RW engine global as struct/vtable base (in (preamble))
004219c0	FUN_004219c0	render	live-state-side-effect: deref of RW engine global (live device) (in ## mechanical description)
0046d400	FUN_0046d400	render	callee-gate: 00538c80=C1
004c90a0	FUN_004c90a0	render	live-state-side-effect: deref of RW engine global (live device) (in ## mechanical description)
00426e10	FUN_00426e10	render	live-state-side-effect: deref of RW engine global (live device) (in ## mechanical description)
004c5a00	FUN_004c5a00	render	live-state-side-effect: RW engine global as struct/vtable base (in ## decompiler output (verbatim key sections))
004c5ae0	FUN_004c5ae0	render	live-state-side-effect: RW engine global as struct/vtable base (in ## decompiler output (verbatim))
004c5b50	FUN_004c5b50	render	live-state-side-effect: RW engine global as struct/vtable base (in ## decompiler output (verbatim))
004d8810	RwNativeRasterRead	render	live-state-side-effect: RW engine global as struct/vtable base (in ## new findings from master decomp)
00404fa0	FUN_00404fa0	render	callee-gate: 00532a60=C1
004a4ff4	write_multi_char	render	signature-unsupported: in_EAX arg
004a5018	write_string	render	signature-unsupported: in_EAX arg
004cfe40	FUN_004cfe40	render	live-state-side-effect: RW engine global as struct/vtable base (in ## decompilation (verbatim, verified 2026-05-13))
004dcaa0	FUN_004dcaa0	render	live-state-side-effect: Direct3D vtable on live device (in ## what it does)
004c3dc0	FUN_004c3dc0	render	inline bare [UNCERTAIN] (heading=(preamble))
004ccba0	FUN_004ccba0	render	live-state-side-effect: RW engine global as struct/vtable base (in ## signature (verified 2026-05-13))
004c5a60	FUN_004c5a60	render	inline bare [UNCERTAIN] (heading=## why c2)
004caea0	FUN_004caea0	render	inline [UNCERTAIN U-3720] not in UNCERTAINTIES.md (heading=## why c2)
00401fe0	FUN_00401fe0	render	callee-gate: 004e7fa0=C1,004e8030=C1,004e8640=C1,004e8910=C1,004e8940=C1,004e8a10=C1,004e8c70=C1
