rva	sub	name	size	n_callees	conv	nargs	ret	arg_type_today	runnable_today	sig_conf	fp	imports	com_d3d	rw_orch	rw_frac	twin	derefs_arg	reads_global	n_globals	cyclic
00418f30	gameplay	FUN_00418f30	12	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
00418f40	gameplay	FUN_00418f40	12	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
004210f0	gameplay	FUN_004210f0	12	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
00425bf0	frontend	FUN_00425bf0	12	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
00487140	particle	FUN_00487140	12	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
00487d60	particle	FUN_00487d60	12	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
00487de0	particle	FUN_00487de0	12	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
00495780	boot	FUN_00495780	12	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
0049eeb0	particle	FUN_0049eeb0	12	1	cdecl	0	void	none	1	low	0	-	0	0	1.0	-	0	0	0	0
005bc880	audio	FUN_005bc880	12	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
00404820	hud	FUN_00404820	13	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	-	0	1	1	0
0041a3d0	boot	FUN_0041a3d0	13	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	-	0	1	1	0
0041c2c0	boot	FUN_0041c2c0	13	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	-	0	1	1	0
0041da80	boot	FUN_0041da80	13	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	-	0	1	1	0
0041de70	boot	FUN_0041de70	13	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	-	0	1	1	0
00425ed0	boot	FUN_00425ed0	13	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	1	0
0048bc10	particle	FUN_0048bc10	13	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	1	0
00491490	render	FUN_00491490	14	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	1	1	0
005aeb80	audio	FUN_005aeb80	14	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	ambiguous	0	0	1	0
005b3540	audio	FUN_005b3540	14	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
005b7430	audio	FUN_005b7430	14	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
005bbc00	audio	FUN_005bbc00	14	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
005bc850	audio	FUN_005bc850	14	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
0049a730	render	FUN_0049a730	16	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	1	0
004790e0	track	FUN_004790e0	17	1	cdecl	0	void	none	1	low	0	-	0	0	1.0	-	0	0	0	0
00499cc0	boot	sub_00499cc0	18	0	cdecl	0	int	none	1	low	0	Win32	0	0	0.0	-	0	1	3	0
0041a960	vehicle	FUN_0041a960	20	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
0049a0a0	render	FUN_0049a0a0	21	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	1	0
0049a150	render	FUN_0049a150	21	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	-	0	1	1	0
005aaff0	audio	FUN_005aaff0	21	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	1	2	0
0041e850	hud	sub_0041e850	22	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	ambiguous	0	1	2	0
00454f80	render	FUN_00454f80	22	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	-	0	1	1	0
0047b860	input	FUN_0047b860	22	2	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	1	1	0
005add60	audio	FUN_005add60	22	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	ok-asc	0	0	1	0
004039c0	vehicle	FUN_004039c0	23	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	1	2	0
00477e40	render	FUN_00477e40	23	2	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	1	2	0
00491780	render	FUN_00491780	23	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	1	0
004189a0	util	FUN_004189a0	24	3	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
004189c0	render	FUN_004189c0	24	3	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
00419fd0	gameplay	FUN_00419fd0	24	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	2	0
004215a0	util	FUN_004215a0	24	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	2	0
00456c70	gameplay	FUN_00456c70	24	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	ambiguous	0	0	2	0
00486350	particle	FUN_00486350	24	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	2	0
0049a0e0	render	FUN_0049a0e0	24	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	-	0	1	2	0
0040de10	util	FUN_0040de10	25	3	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	1	1	0
0047b880	input	FUN_0047b880	25	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	1	0
00497190	input	FUN_00497190	25	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	2	0
0049d080	util	FUN_0049d080	25	0	cdecl	0	int	none	1	low	0	WinMM	0	0	0.0	-	0	0	1	0
004cfe20	render	FUN_004cfe20	25	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	ambiguous	0	1	1	0
005571c0	hud	FontSys_ShutdownFontPool	25	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	-	0	1	1	0
00409950	gameplay	FUN_00409950	26	0	cdecl	0	int	none	1	low	0	-	0	0	0.0	ambiguous	0	1	3	0
00418e30	render	FUN_00418e30	26	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	2	0
00421980	render	FUN_00421980	26	2	cdecl	0	void	none	1	low	0	-	0	1	0.5	-	0	1	1	0
00496ce0	boot	FUN_00496ce0	27	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	2	0
0048cf70	particle	FUN_0048cf70	28	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	2	0
005bc860	audio	FUN_005bc860	28	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
0041c0e0	boot	FUN_0041c0e0	29	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	2	0
0041d870	hud	sub_0041d870	29	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	2	0
0041d890	boot	FUN_0041d890	29	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	2	0
004222d0	util	FUN_004222d0	29	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	2	0
00423b00	frontend	FUN_00423b00	29	4	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	1	1	0
00496470	boot	sub_00496470	29	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	-	0	1	1	0
00421960	audio	FUN_00421960	30	2	cdecl	0	void	none	1	low	0	-	0	1	0.5	-	0	1	1	0
00422140	render	FUN_00422140	31	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	2	0
00415200	ai	FUN_00415200	32	1	cdecl	0	int	none	1	low	1	-	0	0	0.0	-	0	0	1	0
00490000	render	FUN_00490000	32	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	-	0	0	2	0
00494460	frontend	sub_00494460	32	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	2	0
0049cb00	particle	FUN_0049cb00	32	0	cdecl	0	int	none	1	low	0	WinMM	0	0	0.0	-	0	0	1	0
004098d0	gameplay	FUN_004098d0	33	0	cdecl	0	int	none	1	low	0	-	0	0	0.0	ambiguous	0	1	4	0
00421720	render	FUN_00421720	33	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
00422290	render	FUN_00422290	33	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
0040d440	track	FUN_0040d440	34	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	3	0
00426d90	frontend	FUN_00426d90	34	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	flag	0	0	2	0
00496970	render	FUN_00496970	34	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	1	0
0049aae0	render	FUN_0049aae0	34	2	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	4	0
0042c2a0	boot	FUN_0042c2a0	35	2	cdecl	0	int	none	1	low	0	-	0	1	0.5	-	0	1	2	0
0045b9d0	powerups	FUN_0045b9d0	36	0	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	2	0
0048bbe0	particle	FUN_0048bbe0	36	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	3	0
005a60b0	audio	FUN_005a60b0	36	4	cdecl	0	void	none	1	low	0	-	0	0	0.0	ambiguous	0	1	1	0
0040e560	util	FUN_0040e560	37	5	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
00421c50	render	FUN_00421c50	37	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
00454790	gameplay	FUN_00454790	37	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	ambiguous	0	0	2	0
00487150	particle	FUN_00487150	38	2	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	1	0
005a60e0	audio	FUN_005a60e0	38	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	ok-asc	0	1	2	0
0045d430	util	FUN_0045d430	39	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	2	0
00557220	hud	FontSys_ShutdownDataPools	39	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	ambiguous	0	1	2	0
005ab010	audio	FUN_005ab010	39	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	1	0
0040dba0	util	FUN_0040dba0	40	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	1	0
0041b660	boot	FUN_0041b660	40	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	3	0
0045da60	audio	FUN_0045da60	40	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	2	0
00496940	render	FUN_00496940	40	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	3	0
00534920	util	FUN_00534920	40	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	ambiguous	0	1	1	0
00409970	gameplay	FUN_00409970	41	0	cdecl	0	int	none	1	low	0	-	0	0	0.0	flag	0	1	4	0
00467070	boot	FUN_00467070	41	3	cdecl	0	int	none	1	low	0	-	0	1	1.0	-	0	1	2	0
004725c0	render	FUN_004725c0	41	1	cdecl	0	int	none	1	low	0	-	0	0	1.0	ambiguous	0	0	2	0
0048ffd0	particle	FUN_0048ffd0	41	2	cdecl	0	int	none	1	low	0	-	0	1	1.0	ambiguous	0	0	2	0
0049c900	particle	FUN_0049c900	41	0	cdecl	0	int	none	1	low	0	Win32	0	0	0.0	-	0	1	2	0
005ab040	util	FUN_005ab040	41	0	cdecl	0	int	none	1	low	0	Win32+WinMM	0	0	0.0	-	0	1	3	0
00495fe0	input	FUN_00495fe0	42	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	2	0
00413b80	hud	FUN_00413b80	43	3	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	2	0
0041ccf0	boot	FUN_0041ccf0	43	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	3	0
00449bb0	particle	FUN_00449bb0	43	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	3	0
004568a0	gameplay	FUN_004568a0	43	2	cdecl	0	int	none	1	low	0	-	0	1	0.5	-	0	0	3	0
005a65a0	audio	FUN_005a65a0	43	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	flag	0	1	2	0
00454bd0	render	FUN_00454bd0	44	2	cdecl	0	int	none	1	low	0	-	0	1	1.0	ambiguous	0	0	0	0
0041a980	render	FUN_0041a980	45	2	cdecl	0	int	none	1	low	0	-	0	1	0.5	-	0	0	2	0
004954f0	boot	FUN_004954f0	45	6	cdecl	0	int	none	1	low	0	Win32	0	0	0.17	-	0	0	1	0
00552b60	hud	FontSys_InitSeq	45	7	cdecl	0	void	none	1	low	0	-	0	0	0.0	ambiguous	0	1	1	0
00406130	gameplay	FUN_00406130	46	2	cdecl	0	int	none	1	low	0	-	0	1	0.5	-	0	0	2	0
0041c090	hud	FUN_0041c090	46	2	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	1	3	0
00425bc0	boot	FUN_00425bc0	46	2	cdecl	0	int	none	1	low	1	-	0	0	0.0	ambiguous	0	1	3	0
00452f00	gameplay	FUN_00452f00	46	2	cdecl	0	int	none	1	low	0	-	0	1	1.0	-	0	0	0	0
0045b360	gameplay	FUN_0045b360	46	2	cdecl	0	int	none	1	low	0	-	0	1	1.0	-	0	0	0	0
0045dfc0	util	FUN_0045dfc0	46	1	cdecl	0	int	none	1	low	1	-	0	0	0.0	-	0	1	2	0
00496010	input	FUN_00496010	46	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	5	0
00425ea0	frontend	FUN_00425ea0	47	1	cdecl	0	int	none	1	low	1	-	0	0	1.0	ambiguous	0	0	2	0
00426030	render	FUN_00426030	47	3	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	3	0
0047f450	gameplay	FUN_0047f450	47	4	cdecl	0	int	none	1	low	0	-	0	0	0.25	-	0	1	1	0
0049ab10	render	FUN_0049ab10	47	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	ambiguous	0	1	2	0
00477730	render	FUN_00477730	48	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	4	0
004b6770	render	FUN_004b6770	48	1	cdecl	0	int	none	1	low	0	Win32	0	0	1.0	-	0	1	3	0
0045d330	util	FUN_0045d330	49	7	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	0	0
005571e0	hud	FontSys_InitFontPool	49	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	ok-asc	0	1	4	0
0041b4d0	hud	FUN_0041b4d0	50	3	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	1	4	0
0045b990	render	FUN_0045b990	50	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	2	0
004194f0	gameplay	FUN_004194f0	51	4	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	4	0
0042f660	render	DefaultViewportCameraInit	51	4	cdecl	0	int	none	1	low	0	-	0	0	0.25	-	0	1	1	0
00448730	render	FUN_00448730	51	3	cdecl	0	int	none	1	low	1	-	0	0	0.0	-	0	1	4	0
00452ec0	gameplay	FUN_00452ec0	51	2	cdecl	0	int	none	1	low	0	-	0	1	1.0	-	0	0	0	0
004548a0	vehicle	FUN_004548a0	51	2	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	3	0
00458360	gameplay	FUN_00458360	51	2	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	4	0
004ccde0	util	FUN_004ccde0	51	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	ambiguous	0	1	1	0
00485070	util	FUN_00485070	52	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	4	0
0041cb80	util	sub_0041cb80	53	3	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	1	4	0
0049ea70	particle	FUN_0049ea70	54	1	cdecl	0	int	none	1	low	0	Win32	0	0	0.0	-	0	1	2	0
004b67a0	render	FUN_004b67a0	54	3	cdecl	0	int	none	1	low	0	-	0	0	0.0	ok-asc	0	1	3	0
004210b0	gameplay	FUN_004210b0	55	4	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	3	0
00458880	gameplay	FUN_00458880	55	3	cdecl	0	int	none	1	low	0	-	0	0	0.33	-	0	1	3	0
0047f480	gameplay	FUN_0047f480	56	3	cdecl	0	int	none	1	low	0	-	0	1	0.67	-	0	1	3	0
0040cf40	gameplay	FUN_0040cf40	57	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	ambiguous	0	1	2	0
0042d560	render	FUN_0042d560	57	4	cdecl	0	int	none	1	low	0	-	0	0	0.25	-	0	1	1	0
00475ef0	render	FUN_00475ef0	57	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	ambiguous	0	1	3	0
00493600	render	FUN_00493600	58	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	ambiguous	0	0	2	0
005a6030	audio	FUN_005a6030	58	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	4	0
00420d00	boot	FUN_00420d00	59	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	ambiguous	0	1	5	0
004777d0	util	FUN_004777d0	59	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	ambiguous	0	0	4	0
0044e2d0	gameplay	FUN_0044e2d0	60	4	cdecl	0	int	none	1	low	0	-	0	1	0.75	-	0	0	0	0
0045be90	powerups	FUN_0045be90	60	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	4	0
004624c0	audio	FUN_004624c0	61	3	cdecl	0	void	none	1	low	0	-	0	0	0.33	-	0	1	4	0
004d7c60	render	FUN_004d7c60	61	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	ambiguous	0	1	5	0
00497470	frontend	FUN_00497470	62	0	cdecl	0	int	none	1	low	0	Win32	0	0	0.0	-	0	1	3	0
005a6110	audio	FUN_005a6110	62	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	ok-asc	0	0	3	0
005a6150	audio	FUN_005a6150	62	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	ok-asc	0	0	3	0
00454ff0	render	FUN_00454ff0	64	3	cdecl	0	int	none	1	low	0	-	0	1	0.67	-	0	1	0	0
005bbb70	audio	FUN_005bbb70	64	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	ambiguous	0	0	3	0
0041d6e0	boot	FUN_0041d6e0	65	3	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	3	0
00427880	frontend	FUN_00427880	67	4	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	0	0
00475ea0	render	FUN_00475ea0	67	1	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	0	4	0
0040cfd0	boot	FUN_0040cfd0	68	10	cdecl	0	void	none	1	low	0	-	0	0	0.0	-	0	1	1	0
004593b0	gameplay	FUN_004593b0	68	4	cdecl	0	int	none	1	low	0	-	0	0	0.25	-	0	1	4	0
0045d3a0	util	FUN_0045d3a0	68	6	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	2	0
00484310	debug-overlay	FUN_00484310	68	3	cdecl	0	int	none	1	low	0	-	0	1	1.0	-	0	1	5	0
005aeb30	audio	FUN_005aeb30	68	3	cdecl	0	int	none	1	low	0	-	0	0	0.0	ok-asc	0	0	4	0
005b34f0	audio	FUN_005b34f0	68	3	cdecl	0	int	none	1	low	0	-	0	0	0.0	ok-asc	0	0	4	0
005b73e0	audio	FUN_005b73e0	68	3	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	4	0
005bbbb0	audio	FUN_005bbbb0	68	3	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	4	0
005bc800	audio	FUN_005bc800	68	3	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	4	0
00428400	boot	FUN_00428400	70	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	6	0
00492290	boot	sub_00492290	70	8	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	1	0
00409a80	gameplay	FUN_00409a80	71	4	cdecl	0	int	none	1	low	0	-	0	0	0.25	-	0	1	6	0
005bbb20	audio	FUN_005bbb20	71	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	flag	0	0	3	0
00432450	frontend	FUN_00432450	72	2	cdecl	0	int	none	1	low	1	-	0	0	0.0	-	0	1	8	0
0040e4b0	util	Race::GetSoleFinishedPlayer	73	1	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	0	1	0
00472380	render	FUN_00472380	74	2	cdecl	0	int	none	1	low	0	-	0	1	0.5	ambiguous	0	1	1	0
0040cf80	boot	FUN_0040cf80	75	6	cdecl	0	void	none	1	low	0	-	0	0	0.17	-	0	0	0	0
00454fa0	render	FUN_00454fa0	75	3	cdecl	0	int	none	1	low	0	-	0	1	0.67	-	0	0	0	0
00496d60	util	FUN_00496d60	76	6	cdecl	0	int	none	1	low	0	-	0	0	0.17	ambiguous	0	0	0	0
00496db0	util	FUN_00496db0	76	6	cdecl	0	int	none	1	low	0	-	0	0	0.17	flag	0	0	0	0
00496490	boot	sub_00496490	77	2	cdecl	0	int	none	1	low	0	-	0	0	0.0	-	0	1	4	0
00455fe0	render	FUN_00455fe0	82	4	cdecl	0	int	none	1	low	0	-	0	1	0.5	-	0	0	0	0
